t1	-2.0
t2	-2.0
t3	-2.0
t4	-2.02
t5	-2.04
t6	-2.08
t7	-2.08
t8	-2.02
t9	-2.1
t10	-2.1
t11	-2.1
t12	-2.1
t13	-2.1
t14	-2.1
t15	-2.1
t16	-2.1
t17	-2.1
t18	-2.1
t19	-2.1
t20	-2.1
t21	-2.1
t22	-2.1
t23	-2.1
t24	-2.1
t25	-2.1
t26	-2.1
t27	-2.1
t28	-2.1
t29	-2.1
t30	-2.1
t31	-2.14
t32	-2.1
t33	-2.14
t34	-2.2
t35	-2.2
t36	-2.2
t37	-2.2
t38	-2.2
t39	-2.2
t40	-2.2
t41	-2.2
t42	-2.2
t43	-2.2
t44	-2.2
t45	-2.2
t46	-2.2
t47	-2.2600000000000002
t48	-2.28
t49	-2.3
t50	-2.3
t51	-2.3
t52	-2.3
t53	-2.3
t54	-2.3
t55	-2.3
t56	-2.3
t57	-2.3
t58	-2.3
t59	-2.3
t60	-2.3
t61	-2.3
t62	-2.3
t63	-2.4
t64	-2.4
t65	-2.4
t66	-2.4
t67	-2.4
t68	-2.46
t69	-2.44
t70	-2.4
t71	-2.4
t72	-2.3
t73	-2.3
t74	-2.3
t75	-2.2399999999999998
t76	-2.16
t77	-2.06
t78	-1.9600000000000002
t79	-1.9
t80	-1.9
t81	-1.8199999999999998
t82	-1.7600000000000002
t83	-1.7
t84	-1.6600000000000001
t85	-1.6
t86	-1.52
t87	-1.48
t88	-1.4
t89	-1.38
t90	-1.3
t91	-1.3
t92	-1.24
t93	-1.2
t94	-1.2
t95	-1.1400000000000001
t96	-1.02
t97	-0.8800000000000001
t98	-0.78
t99	-0.6799999999999999
t100	-0.58
t101	-0.48
t102	-0.4
t103	-0.32
t104	-0.27999999999999997
t105	-0.12000000000000002
t106	-0.04
t107	0.0
t108	0.16
t109	0.32
t110	0.4
t111	0.45999999999999996
t112	0.54
t113	0.6799999999999999
t114	0.8
t115	0.9
t116	0.9
t117	1.0
t118	1.06
t119	1.16
t120	1.3
t121	1.3599999999999999
t122	1.4
t123	1.54
t124	1.6800000000000002
t125	1.6
t126	1.6800000000000002
t127	1.64
t128	1.64
t129	1.78
t130	2.0
t131	2.18
t132	2.28
t133	2.32
t134	2.5
t135	2.7
t136	2.72
t137	2.7399999999999998
t138	2.7800000000000002
t139	2.84
t140	2.82
t141	2.9
t142	2.88
t143	2.8
t144	2.8
t145	2.7
t146	2.7
t147	2.7
t148	2.7399999999999998
t149	2.7399999999999998
t150	2.7600000000000002
t151	2.7600000000000002
t152	2.7600000000000002
t153	2.7
t154	2.64
t155	2.62
t156	2.7
t157	2.7399999999999998
t158	2.8
t159	2.7600000000000002
t160	2.7
t161	2.7
t162	2.7
t163	2.7
t164	2.7
t165	2.7
t166	2.7
t167	2.7
t168	2.66
t169	2.6
t170	2.6
t171	2.6
t172	2.5
t173	2.4
t174	2.4
t175	2.32
t176	2.22
t177	2.16
t178	2.08
t179	2.0
t180	2.0
t181	1.94
t182	1.9
t183	1.8399999999999999
t184	1.78
t185	1.7
t186	1.7
t187	1.64
t188	1.6
t189	1.5
t190	1.4
t191	1.34
t192	1.3
t193	1.28
t194	1.26
t195	1.2
t196	1.2
t197	1.1
t198	1.1
t199	1.0
t200	0.9400000000000001
t201	0.9
t202	0.9
t203	0.9
t204	0.8
t205	0.76
t206	0.7
t207	0.7
t208	0.7
t209	0.6599999999999999
t210	0.6
t211	0.5599999999999999
t212	0.5599999999999999
t213	0.5
t214	0.4
t215	0.4
t216	0.4
t217	0.38
t218	0.3
t219	0.22000000000000003
t220	0.2
t221	0.12000000000000002
t222	0.08
t223	0.06000000000000001
t224	0.0
t225	0.0
t226	0.0
t227	0.0
t228	0.0
t229	0.0
t230	0.0
t231	0.0
t232	-0.02
t233	-0.1
t234	-0.1
t235	-0.1
t236	-0.1
t237	-0.1
t238	-0.1
t239	-0.1
t240	-0.1
t241	-0.1
t242	-0.1
t243	-0.2
t244	-0.2
t245	-0.2
t246	-0.2
t247	-0.2
t248	-0.2
t249	-0.2
t250	-0.2
t251	-0.2
t252	-0.2
t253	-0.2
t254	-0.2
t255	-0.2
t256	-0.2
t257	-0.2
t258	-0.2
t259	-0.2
t260	-0.2
t261	-0.2
t262	-0.2
t263	-0.2
t264	-0.2
t265	-0.2
t266	-0.2
t267	-0.2
t268	-0.2
t269	-0.2
t270	-0.2
t271	-0.2
t272	-0.2
t273	-0.2
t274	-0.2
t275	-0.2
t276	-0.2
t277	-0.2
t278	-0.2
t279	-0.2
t280	-0.2
t281	-0.2
t282	-0.2
t283	-0.2
t284	-0.2
t285	-0.2
t286	-0.2
t287	-0.2
t288	-0.2
