t1	0.0
t2	0.0
t3	0.0
t4	0.0
t5	0.0
t6	0.0
t7	0.0
t8	0.0
t9	0.0
t10	0.0
t11	0.0
t12	0.0
t13	0.0
t14	0.0
t15	0.0
t16	0.0
t17	0.0
t18	0.0
t19	0.0
t20	0.0
t21	0.0
t22	0.0
t23	0.0
t24	0.0
t25	0.0
t26	0.0
t27	0.0
t28	0.0
t29	0.0
t30	0.0
t31	0.0
t32	0.0
t33	0.0
t34	0.0
t35	0.0
t36	0.0
t37	0.0
t38	0.0
t39	0.0
t40	0.0
t41	0.0
t42	0.0
t43	0.0
t44	0.0
t45	0.0
t46	0.0
t47	0.0
t48	0.0
t49	0.0
t50	0.0
t51	0.0
t52	0.0
t53	0.0
t54	0.0
t55	0.0
t56	0.0
t57	0.0
t58	0.0
t59	0.0
t60	0.0
t61	0.0
t62	0.0
t63	0.0
t64	0.0
t65	0.0
t66	0.0
t67	0.0
t68	0.0
t69	0.0
t70	0.0
t71	0.0
t72	0.0
t73	0.0
t74	0.0
t75	0.0
t76	0.0
t77	0.0
t78	0.0
t79	0.0
t80	0.0
t81	0.0
t82	0.0
t83	0.0
t84	0.0
t85	0.0
t86	0.0
t87	0.0
t88	0.0
t89	0.0
t90	0.0
t91	0.0
t92	0.0
t93	0.0
t94	0.0
t95	0.0
t96	0.0
t97	0.0
t98	0.0
t99	0.0
t100	0.0
t101	0.0
t102	0.0
t103	0.0
t104	0.0
t105	0.0
t106	0.0
t107	0.0
t108	0.0
t109	0.0
t110	0.0
t111	0.0
t112	0.0
t113	0.0
t114	0.0
t115	0.0
t116	0.0
t117	0.0
t118	0.0
t119	0.0
t120	0.0
t121	0.0
t122	0.0
t123	0.0
t124	0.0
t125	0.0
t126	0.0
t127	0.0
t128	0.0
t129	0.0
t130	0.0
t131	0.0
t132	0.0
t133	0.0
t134	0.0
t135	0.0
t136	0.0
t137	0.0
t138	0.0
t139	0.0
t140	0.0
t141	0.0
t142	0.0
t143	0.0
t144	0.0
t145	0.0
t146	0.0
t147	0.0
t148	0.0
t149	0.0
t150	0.0
t151	0.0
t152	0.0
t153	0.0
t154	0.0
t155	0.0
t156	0.0
t157	0.0
t158	0.0
t159	0.0
t160	0.0
t161	0.0
t162	0.0
t163	0.0
t164	0.0
t165	0.0
t166	0.0
t167	0.0
t168	0.0
t169	0.0
t170	0.0
t171	0.0
t172	0.0
t173	0.0
t174	0.0
t175	0.0
t176	0.0
t177	0.0
t178	0.0
t179	0.0
t180	0.0
t181	0.0
t182	0.0
t183	0.0
t184	0.0
t185	0.0
t186	0.0
t187	0.0
t188	0.0
t189	0.0
t190	0.0
t191	0.0
t192	0.0
t193	0.0
t194	0.0
t195	0.0
t196	0.0
t197	0.0
t198	0.0
t199	0.0
t200	0.0
t201	0.0
t202	0.0
t203	0.0
t204	0.0
t205	0.0
t206	0.0
t207	0.0
t208	0.0
t209	0.0
t210	0.0
t211	0.0
t212	0.0
t213	0.0
t214	0.0
t215	0.0
t216	0.0
t217	0.0
t218	0.0
t219	0.0
t220	0.0
t221	0.0
t222	0.0
t223	0.0
t224	0.0
t225	0.0
t226	0.0
t227	0.0
t228	0.0
t229	0.0
t230	0.0
t231	0.0
t232	0.0
t233	0.0
t234	0.0
t235	0.0
t236	0.0
t237	0.0
t238	0.0
t239	0.0
t240	0.0
t241	0.0
t242	0.0
t243	0.0
t244	0.0
t245	0.0
t246	0.0
t247	0.0
t248	0.0
t249	0.3
t250	0.35
t251	0.5333333333333333
t252	0.5833333333333334
t253	0.5833333333333334
t254	0.7333333333333333
t255	0.7333333333333333
t256	0.7166666666666667
t257	0.7666666666666667
t258	0.85
t259	1.2
t260	1.2
t261	1.4
t262	1.6166666666666667
t263	1.6833333333333333
t264	1.7333333333333334
t265	1.7333333333333334
t266	1.7333333333333334
t267	1.9666666666666666
t268	2.0833333333333335
t269	2.1333333333333333
t270	2.1333333333333333
t271	2.183333333333333
t272	2.183333333333333
t273	2.3333333333333335
t274	2.3333333333333335
t275	2.5
t276	2.5
t277	2.5
t278	2.7
t279	2.7
t280	2.7
t281	2.95
t282	3.066666666666667
t283	3.0833333333333335
t284	3.066666666666667
t285	3.2666666666666666
t286	3.3
t287	3.3
t288	3.3833333333333333
t289	3.5
t290	3.55
t291	3.5833333333333335
t292	3.6
t293	3.6
t294	3.933333333333333
t295	4.416666666666667
t296	4.583333333333333
t297	4.816666666666666
t298	4.916666666666667
t299	4.9
t300	4.9
t301	5.016666666666667
t302	5.016666666666667
t303	5.25
t304	5.166666666666667
t305	5.316666666666666
t306	5.316666666666666
t307	5.483333333333333
t308	5.483333333333333
t309	5.4
t310	5.4
t311	5.5
t312	5.5
t313	5.65
t314	5.65
t315	5.716666666666667
t316	5.716666666666667
t317	5.883333333333334
t318	5.883333333333334
t319	5.916666666666667
t320	5.95
t321	6.05
t322	6.116666666666666
t323	6.116666666666666
t324	6.433333333333334
t325	6.383333333333334
t326	6.383333333333334
t327	6.516666666666667
t328	6.666666666666667
t329	6.733333333333333
t330	6.816666666666666
t331	6.8
t332	6.8
t333	6.866666666666666
t334	6.966666666666667
t335	6.966666666666667
t336	6.866666666666666
t337	7.15
t338	7.15
t339	7.15
t340	7.283333333333333
t341	7.366666666666666
t342	7.366666666666666
t343	7.366666666666666
t344	7.566666666666666
t345	7.6
t346	7.616666666666666
t347	7.583333333333333
t348	7.583333333333333
t349	7.583333333333333
t350	7.583333333333333
t351	7.583333333333333
t352	7.666666666666667
t353	7.75
t354	7.75
t355	7.933333333333334
t356	7.966666666666667
t357	8.0
t358	8.0
t359	8.0
t360	8.183333333333334
t361	8.183333333333334
t362	8.233333333333333
t363	8.3
t364	8.316666666666666
t365	8.316666666666666
t366	8.383333333333333
t367	8.55
t368	8.733333333333333
t369	8.733333333333333
t370	8.733333333333333
t371	9.016666666666667
t372	9.116666666666667
t373	9.2
t374	9.25
t375	9.383333333333333
t376	9.6
t377	9.6
t378	9.966666666666667
t379	9.983333333333333
t380	7.116666666666666
t381	10.616666666666667
t382	10.733333333333333
t383	11.3
t384	11.3
t385	11.766666666666667
t386	11.766666666666667
t387	11.766666666666667
t388	12.633333333333333
t389	12.9
t390	12.9
t391	13.55
t392	14.083333333333334
t393	14.283333333333333
t394	14.6
t395	14.95
t396	15.883333333333333
t397	16.366666666666667
t398	17.133333333333333
t399	17.566666666666666
t400	18.316666666666666
t401	18.7
t402	19.666666666666668
t403	19.9
t404	19.9
t405	19.9
t406	19.9
t407	19.9
t408	23.933333333333334
t409	24.866666666666667
t410	26.016666666666666
t411	26.016666666666666
t412	27.383333333333333
t413	28.55
t414	28.55
t415	30.666666666666668
t416	30.9
t417	32.53333333333333
t418	32.93333333333333
t419	32.93333333333333
t420	38.78333333333333
t421	40.3
t422	40.733333333333334
t423	42.38333333333333
t424	43.86666666666667
t425	45.3
t426	46.15
t427	46.15
t428	48.583333333333336
t429	49.11666666666667
t430	49.11666666666667
t431	51.5
t432	52.8
t433	54.53333333333333
t434	55.63333333333333
t435	56.56666666666667
t436	57.166666666666664
t437	58.55
t438	60.06666666666667
t439	61.53333333333333
t440	62.983333333333334
t441	63.68333333333333
t442	65.6
t443	65.6
t444	67.55
t445	68.38333333333334
t446	70.08333333333333
t447	70.98333333333333
t448	70.98333333333333
t449	73.4
t450	73.4
t451	73.4
t452	77.05
t453	77.9
t454	77.9
